song,artist,play_time,download_time,username,time_type,play_datetime,play_date,time_day_secs,hour,day_of_month,weekday,weekend_flag,time_since_play,artist_count,total_plays,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
Grime Street,Lyrical Strally,6Jun2:39pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:39:00.000000,2019-06-06,52740,14,6,3,0,85923,1,1,14.0,3.0,0,1,1,1,1.0,1.0,2854,807.0
All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,6Jun2:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:35:00.000000,2019-06-06,52500,14,6,3,0,86163,2,1,14.0,3.0,0,2,2,1,0.5,0.5,4577,560.0
What's Free (feat. Rick Ross & Jay Z),Meek Mill,6Jun2:29pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:29:00.000000,2019-06-06,52140,14,6,3,0,123,4,1,14.0,3.0,0,4,4,1,0.25,0.25,3079,369.0
Unsigned,Hardy Caprio,6Jun2:26pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:26:00.000000,2019-06-06,51960,14,6,3,0,303,4,1,14.0,3.0,0,4,3,2,0.5,0.25,4078,369.0
Big For Your Boots,Stormzy,6Jun2:15pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:15:00.000000,2019-06-06,51300,14,6,3,0,963,12,1,14.0,3.0,0,12,6,4,0.3333333333333333,0.08333333333333333,4173,166.0
Golden Boy,Elf Kid,6Jun2:12pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:12:00.000000,2019-06-06,51120,14,6,3,0,1143,1,1,14.0,3.0,0,1,1,1,1.0,1.0,2878,807.0
Way Up,Jaden,5Jun11:43pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 23:43:00.000000,2019-06-05,85380,23,5,2,0,53283,6,1,23.0,2.0,0,6,3,3,0.5,0.16666666666666666,2803,278.0
Learned From Texas,Big K.R.I.T.,5Jun11:36pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 23:36:00.000000,2019-06-05,84960,23,5,2,0,53703,8,4,13.5,2.75,1,8,3,4,0.5,0.5,776,230.0
Hold On ,Skepta,5Jun11:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 23:34:00.000000,2019-06-05,84840,23,5,2,0,53823,5,1,23.0,2.0,0,5,3,3,0.6,0.2,2776,310.0
Respect the Game,Meek Mill,5Jun11:30pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 23:30:00.000000,2019-06-05,84600,23,5,2,0,54063,4,1,23.0,2.0,0,4,4,1,0.25,0.25,3078,369.0
After You Left,GoldLink,5Jun11:26pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 23:26:00.000000,2019-06-05,84360,23,5,2,0,54303,7,2,18.5,2.0,0,7,4,3,0.42857142857142855,0.2857142857142857,1746,252.0
i,Kendrick Lamar,5Jun11:20pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 23:20:00.000000,2019-06-05,84000,23,5,2,0,54663,16,1,23.0,2.0,0,16,14,2,0.125,0.0625,4568,133.0
Norf Norf,Vince Staples,5Jun11:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 23:17:00.000000,2019-06-05,83820,23,5,2,0,54843,1,1,23.0,2.0,0,1,1,1,1.0,1.0,2394,807.0
The Way You Move (feat. Sleepy Brown),OutKast,5Jun11:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 23:05:00.000000,2019-06-05,83100,23,5,2,0,55563,5,1,23.0,2.0,0,5,4,2,0.4,0.2,2186,310.0
Photosynthesis,Saba,5Jun10:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 22:54:00.000000,2019-06-05,82440,22,5,2,0,56223,10,2,17.5,2.0,0,10,4,5,0.5,0.2,1535,188.0
All Falls Down,Kanye West,5Jun10:46pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 22:46:00.000000,2019-06-05,81960,22,5,2,0,56703,54,3,10.333333333333334,3.0,0,54,26,5,0.09259259259259259,0.05555555555555555,1038,58.0
"2 Dollar Bill (feat. Lil Wayne, E",2 Chainz,5Jun10:42pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 22:42:00.000000,2019-06-05,81720,22,5,2,0,56943,1,1,22.0,2.0,0,1,1,1,1.0,1.0,3936,807.0
Sunshine,Pusha T,5Jun10:39pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 22:39:00.000000,2019-06-05,81540,22,5,2,0,57123,9,1,22.0,2.0,0,9,5,3,0.3333333333333333,0.1111111111111111,2775,207.0
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,5Jun9:59pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 21:59:00.000000,2019-06-05,79140,21,5,2,0,59523,7,1,21.0,2.0,0,7,4,3,0.42857142857142855,0.14285714285714285,3422,252.0
Westbrook (with A$AP Ferg),Jid,5Jun9:55pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 21:55:00.000000,2019-06-05,78900,21,5,2,0,59763,1,1,21.0,2.0,0,1,1,1,1.0,1.0,2940,807.0
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,5Jun9:52pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 21:52:00.000000,2019-06-05,78720,21,5,2,0,59943,2,1,21.0,2.0,0,2,2,1,0.5,0.5,2182,560.0
The Art of Peer Pressure,Kendrick Lamar,5Jun9:45pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 21:45:00.000000,2019-06-05,78300,21,5,2,0,60363,16,1,21.0,2.0,0,16,14,2,0.125,0.0625,4566,133.0
Shutdown,Skepta,5Jun9:42pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 21:42:00.000000,2019-06-05,78120,21,5,2,0,60543,5,1,21.0,2.0,0,5,3,3,0.6,0.2,2777,310.0
Gasoline Dreams (with Khujo Goodie),OutKast,5Jun9:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 21:34:00.000000,2019-06-05,77640,21,5,2,0,61023,5,1,21.0,2.0,0,5,4,2,0.4,0.2,2177,310.0
Life,Saba,5Jun9:31pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 21:31:00.000000,2019-06-05,77460,21,5,2,0,61203,10,1,21.0,2.0,0,10,4,5,0.5,0.1,2850,188.0
Ultralight Beam,Kanye West,5Jun9:21pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 21:21:00.000000,2019-06-05,76860,21,5,2,0,61803,54,5,11.2,2.6,0,54,26,5,0.09259259259259259,0.09259259259259259,528,58.0
Intro,Meek Mill,5Jun7:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 19:17:00.000000,2019-06-05,69420,19,5,2,0,69243,4,1,19.0,2.0,0,4,4,1,0.25,0.25,3076,369.0
Apocalypse,Jeff Russo,5Jun9:32am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 09:32:00.000000,2019-06-05,34320,9,5,2,0,17943,11,1,9.0,2.0,0,11,5,4,0.36363636363636365,0.09090909090909091,4764,175.0
Glasgow Love Theme,Craig Armstrong,5Jun9:13am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 09:13:00.000000,2019-06-05,33180,9,5,2,0,19083,71,2,10.5,1.5,0,71,19,15,0.2112676056338028,0.028169014084507043,1489,45.0
Death Is a Disease,Clint Mansell,5Jun8:55am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-05 08:55:00.000000,2019-06-05,32100,8,5,2,0,20163,95,1,8.0,2.0,0,95,46,11,0.11578947368421053,0.010526315789473684,4740,34.0
You,Nils Frahm,4Jun5:44pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 17:44:00.000000,2019-06-04,63840,17,4,1,0,74823,121,3,15.666666666666666,2.6666666666666665,0,121,32,11,0.09090909090909091,0.024793388429752067,1062,23.0
The Dane,Nils Frahm,4Jun5:25pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 17:25:00.000000,2019-06-04,62700,17,4,1,0,75963,121,3,15.333333333333334,2.6666666666666665,0,121,32,11,0.09090909090909091,0.024793388429752067,1055,23.0
Luna From Soyuz,Tomasz Kraal,4Jun4:39pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 16:39:00.000000,2019-06-04,59940,16,4,1,0,78723,17,3,13.333333333333334,1.3333333333333333,0,17,3,12,0.7058823529411765,0.17647058823529413,1228,127.0
Together We Will Live Forever,Clint Mansell,4Jun4:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 16:34:00.000000,2019-06-04,59640,16,4,1,0,79023,95,11,13.272727272727273,2.6363636363636362,2,95,46,11,0.11578947368421053,0.11578947368421053,182,34.0
Alan Turing's Legacy,Alexandre Desplat,4Jun4:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 16:32:00.000000,2019-06-04,59520,16,4,1,0,79143,156,8,10.75,2.0,1,156,35,32,0.20512820512820512,0.05128205128205128,329,12.0
Ending,Peter Sandberg,4Jun4:30pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 16:30:00.000000,2019-06-04,59400,16,4,1,0,79263,77,34,14.441176470588236,2.0294117647058822,1,77,8,37,0.4805194805194805,0.44155844155844154,41,40.0
Elegy for the Arctic,Ludovico Einaudi,4Jun4:27pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 16:27:00.000000,2019-06-04,59220,16,4,1,0,79443,1069,5,9.4,1.6,0,1069,70,116,0.10851262862488306,0.004677268475210477,620,1.0
Reminiscence,Johannes Bornlöf,4Jun4:25pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 16:25:00.000000,2019-06-04,59100,16,4,1,0,79563,85,1,16.0,1.0,0,85,13,22,0.25882352941176473,0.011764705882352941,4210,38.0
Le Moulin,Yann Tiersen,4Jun4:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 16:14:00.000000,2019-06-04,58440,16,4,1,0,80223,34,1,16.0,1.0,0,34,6,27,0.7941176470588235,0.029411764705882353,4349,78.0
Experience,Ludovico Einaudi,4Jun4:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 16:09:00.000000,2019-06-04,58140,16,4,1,0,80523,1069,4,16.0,1.25,0,1069,70,116,0.10851262862488306,0.0037418147801683817,761,1.0
On the Nature of Daylight,Max Richter,4Jun4:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 16:03:00.000000,2019-06-04,57780,16,4,1,0,80883,225,8,13.0,1.75,1,225,54,30,0.13333333333333333,0.035555555555555556,351,4.0
Memories Of You,Saeko Seki,4Jun3:42pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:42:00.000000,2019-06-04,56520,15,4,1,0,82143,3,3,12.333333333333334,0.3333333333333333,0,3,1,3,1.0,1.0,1254,434.0
Drop,Ludovico Einaudi,4Jun3:37pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:37:00.000000,2019-06-04,56220,15,4,1,0,82443,1069,3,9.666666666666666,1.3333333333333333,0,1069,70,116,0.10851262862488306,0.002806361085126286,1234,1.0
The Imitation Game,Alexandre Desplat,4Jun3:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:34:00.000000,2019-06-04,56040,15,4,1,0,82623,156,32,13.25,2.03125,1,156,35,32,0.20512820512820512,0.20512820512820512,48,12.0
Sweet Little Lie,Nils Frahm,4Jun3:29pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:29:00.000000,2019-06-04,55740,15,4,1,0,82923,121,7,13.428571428571429,2.2857142857142856,0,121,32,11,0.09090909090909091,0.05785123966942149,364,23.0
Tail Lights,Sophie Hutchings,4Jun3:26pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:26:00.000000,2019-06-04,55560,15,4,1,0,83103,9,5,15.0,1.2,0,9,3,5,0.5555555555555556,0.5555555555555556,623,207.0
Yes!,Dario Marianelli,4Jun3:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:19:00.000000,2019-06-04,55140,15,4,1,0,83523,116,3,13.0,2.3333333333333335,1,116,15,22,0.1896551724137931,0.02586206896551724,1225,24.0
Midwayer,Joep Beving,4Jun3:13pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:13:00.000000,2019-06-04,54780,15,4,1,0,83883,10,4,12.0,2.25,0,10,6,4,0.4,0.4,806,188.0
The Diary,Johannes Bornlöf,4Jun3:10pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:10:00.000000,2019-06-04,54600,15,4,1,0,84063,85,2,12.0,2.5,0,85,13,22,0.25882352941176473,0.023529411764705882,1825,38.0
Gaze,Moux,4Jun3:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:05:00.000000,2019-06-04,54300,15,4,1,0,84363,1,1,15.0,1.0,0,1,1,1,1.0,1.0,2166,807.0
Destination Unknown,Hauschka,4Jun3:02pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:02:00.000000,2019-06-04,54120,15,4,1,0,84543,22,21,14.095238095238095,1.9047619047619047,0,22,2,21,0.9545454545454546,0.9545454545454546,79,98.0
The Danish Girl,Alexandre Desplat,4Jun3:00pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 15:00:00.000000,2019-06-04,54000,15,4,1,0,84663,156,13,13.384615384615385,2.076923076923077,0,156,35,32,0.20512820512820512,0.08333333333333333,124,12.0
saman,Ólafur Arnalds,4Jun2:57pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 14:57:00.000000,2019-06-04,53820,14,4,1,0,84843,50,3,9.0,2.0,0,50,20,7,0.14,0.06,1099,61.0
Changing Winds,Alexandra Streliski,4Jun2:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 14:54:00.000000,2019-06-04,53640,14,4,1,0,85023,5,2,15.5,0.5,0,5,3,2,0.4,0.4,1563,310.0
Night,Ludovico Einaudi,4Jun2:49pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 14:49:00.000000,2019-06-04,53340,14,4,1,0,85323,1069,3,8.666666666666666,1.3333333333333333,0,1069,70,116,0.10851262862488306,0.002806361085126286,1275,1.0
Nocturne in a Minor,Chad Lawson,4Jun2:45pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 14:45:00.000000,2019-06-04,53100,14,4,1,0,85563,3,1,14.0,1.0,0,3,3,1,0.3333333333333333,0.3333333333333333,2197,434.0
Moments,Alexis Ffrench,4Jun2:45pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 14:45:00.000000,2019-06-04,53100,14,4,1,0,85563,144,10,11.7,2.0,0,144,111,10,0.06944444444444445,0.06944444444444445,203,15.0
"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",Max Richter,4Jun2:36pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 14:36:00.000000,2019-06-04,52560,14,4,1,0,86103,225,6,16.0,2.3333333333333335,0,225,54,30,0.13333333333333333,0.02666666666666667,518,4.0
The Attack Begins,John Ottman,4Jun1:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 13:18:00.000000,2019-06-04,47880,13,4,1,0,4383,102,1,13.0,1.0,0,102,7,45,0.4411764705882353,0.00980392156862745,2903,29.0
Alien 3: Adagio ,Elliot Goldenthal,4Jun12:39pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 12:39:00.000000,2019-06-04,45540,12,4,1,0,6723,5,1,12.0,1.0,0,5,3,3,0.6,0.2,4530,310.0
Schindler's Workforce,John Williams,4Jun12:22pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 12:22:00.000000,2019-06-04,44520,12,4,1,0,7743,98,2,12.5,1.5,0,98,50,32,0.32653061224489793,0.02040816326530612,1891,32.0
"Eternal Love (From "" The Thief of Bagdad "" )",Miklós Rózsa,4Jun12:08pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 12:08:00.000000,2019-06-04,43680,12,4,1,0,8583,4,1,12.0,1.0,0,4,3,2,0.5,0.25,3426,369.0
Arrival At Aslan's How,Harry Gregson-Williams,4Jun12:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 12:05:00.000000,2019-06-04,43500,12,4,1,0,8763,58,3,12.0,2.0,0,58,12,21,0.3620689655172414,0.05172413793103448,1189,55.0
Firing Squad,Rachel Portman,4Jun11:57am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 11:57:00.000000,2019-06-04,43020,11,4,1,0,9243,50,1,11.0,1.0,0,50,11,23,0.46,0.02,4101,61.0
Prelude: The Atlas March,Tom Tykwer,4Jun11:56am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 11:56:00.000000,2019-06-04,42960,11,4,1,0,9303,71,1,11.0,1.0,0,71,5,29,0.4084507042253521,0.014084507042253521,4542,45.0
I Am the Storm,Ramin Djawadi,4Jun11:49am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 11:49:00.000000,2019-06-04,42540,11,4,1,0,9723,139,1,11.0,1.0,0,139,47,45,0.3237410071942446,0.007194244604316547,3339,18.0
Invocation,Graeme Revell,4Jun11:42am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 11:42:00.000000,2019-06-04,42120,11,4,1,0,10143,4,1,11.0,1.0,0,4,4,1,0.25,0.25,3431,369.0
Number Systems,David Arnold,4Jun11:17am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-04 11:17:00.000000,2019-06-04,40620,11,4,1,0,11643,15,1,11.0,1.0,0,15,7,9,0.6,0.06666666666666667,4001,145.0
Trying to Be a Star,Soweto Kinch,3Jun11:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 23:03:00.000000,2019-06-03,82980,23,3,0,0,55683,22,2,16.0,0.0,0,22,12,3,0.13636363636363635,0.09090909090909091,1381,98.0
Les années guinguettes,Harry Gregson-Williams,3Jun7:46pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 19:46:00.000000,2019-06-03,71160,19,3,0,0,67503,58,1,19.0,0.0,0,58,12,21,0.3620689655172414,0.017241379310344827,4795,55.0
Just Good Friends,Anne Dudley,3Jun7:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 19:35:00.000000,2019-06-03,70500,19,3,0,0,68163,46,3,12.0,3.3333333333333335,2,46,13,20,0.43478260869565216,0.06521739130434782,954,64.0
Dance Battle,Jeff Russo,3Jun7:24pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 19:24:00.000000,2019-06-03,69840,19,3,0,0,68823,11,4,16.75,2.25,0,11,5,4,0.36363636363636365,0.36363636363636365,731,175.0
Exhibition,Abel Korzeniowski,3Jun7:20pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 19:20:00.000000,2019-06-03,69600,19,3,0,0,69063,25,1,19.0,0.0,0,25,5,20,0.8,0.04,2264,91.0
Injustice 2 (Main Theme),Christopher Drake,3Jun7:07pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 19:07:00.000000,2019-06-03,68820,19,3,0,0,69843,3,2,19.5,1.0,0,3,2,2,0.6666666666666666,0.6666666666666666,1292,434.0
Yesterday's Enterprise ,Dennis McCarthy,3Jun6:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 18:56:00.000000,2019-06-03,68160,18,3,0,0,70503,4,2,15.5,0.5,0,4,3,2,0.5,0.5,1477,369.0
Oak Returns,Craig Armstrong,3Jun6:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 18:35:00.000000,2019-06-03,66900,18,3,0,0,71763,71,1,18.0,0.0,0,71,19,15,0.2112676056338028,0.014084507042253521,4681,45.0
Starry Night Over The Rhone,Clint Mansell,3Jun6:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 18:11:00.000000,2019-06-03,65460,18,3,0,0,73203,95,2,15.0,0.5,0,95,46,11,0.11578947368421053,0.021052631578947368,1337,34.0
Fargo Main Theme (Season 3),Jeff Russo,3Jun6:06pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 18:06:00.000000,2019-06-03,65160,18,3,0,0,73503,11,1,18.0,0.0,0,11,5,4,0.36363636363636365,0.09090909090909091,4765,175.0
Welcome to Kyrat,Cliff Martinez,3Jun5:25pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 17:25:00.000000,2019-06-03,62700,17,3,0,0,75963,5,3,12.666666666666666,1.3333333333333333,0,5,2,3,0.6,0.6,999,310.0
Game Of Thrones ,Ramin Djawadi,3Jun5:21pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 17:21:00.000000,2019-06-03,62460,17,3,0,0,76203,139,1,17.0,0.0,0,139,47,45,0.3237410071942446,0.007194244604316547,3336,18.0
Theresa,Gabriel Yared,3Jun5:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 17:05:00.000000,2019-06-03,61500,17,3,0,0,77163,7,2,14.0,0.0,0,7,5,2,0.2857142857142857,0.2857142857142857,1917,252.0
Montage (feat. Felicity Jones),Fernando Velázquez,3Jun5:01pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 17:01:00.000000,2019-06-03,61260,17,3,0,0,77403,17,2,17.0,0.5,0,17,5,8,0.47058823529411764,0.11764705882352941,1773,127.0
The Barn Dance,Joel McNeely,3Jun4:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:56:00.000000,2019-06-03,60960,16,3,0,0,77703,3,1,16.0,0.0,0,3,3,1,0.3333333333333333,0.3333333333333333,4607,434.0
Pan's Labyrinth Lullaby,Javier Navarrete,3Jun4:41pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:41:00.000000,2019-06-03,60060,16,3,0,0,78603,4,3,15.333333333333334,1.6666666666666667,0,4,2,3,0.75,0.75,1256,369.0
Wounded,John Powell,3Jun4:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:35:00.000000,2019-06-03,59700,16,3,0,0,78963,16,1,16.0,0.0,0,16,8,5,0.3125,0.0625,2293,133.0
Salamander Eyes,James Newton Howard,3Jun4:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:32:00.000000,2019-06-03,59520,16,3,0,0,79143,179,4,9.5,1.5,0,179,20,50,0.27932960893854747,0.0223463687150838,843,10.0
Survivor List,Jeff Russo,3Jun4:23pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:23:00.000000,2019-06-03,58980,16,3,0,0,79683,11,2,14.0,1.5,0,11,5,4,0.36363636363636365,0.18181818181818182,1371,175.0
Green Light,Craig Armstrong,3Jun4:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:19:00.000000,2019-06-03,58740,16,3,0,0,79923,71,3,16.0,0.6666666666666666,0,71,19,15,0.2112676056338028,0.04225352112676056,1108,45.0
Blood on the Pavement,David Arnold,3Jun4:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:17:00.000000,2019-06-03,58620,16,3,0,0,80043,15,1,16.0,0.0,0,15,7,9,0.6,0.06666666666666667,3998,145.0
New World,Alex Heffes,3Jun4:13pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:13:00.000000,2019-06-03,58380,16,3,0,0,80283,9,1,16.0,0.0,0,9,6,2,0.2222222222222222,0.1111111111111111,4418,207.0
"Mozart: Clarinet Concerto In A major, K622 (Adagio)",John Barry,3Jun4:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:05:00.000000,2019-06-03,57900,16,3,0,0,80763,24,7,15.857142857142858,0.8571428571428571,0,24,7,7,0.2916666666666667,0.2916666666666667,358,92.0
Shall We Begin?,Ramin Djawadi,3Jun4:04pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 16:04:00.000000,2019-06-03,57840,16,3,0,0,80823,139,6,14.333333333333334,0.8333333333333334,0,139,47,45,0.3237410071942446,0.04316546762589928,452,18.0
Jewish Town (Krakow Ghetto ,John Williams,3Jun3:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 15:56:00.000000,2019-06-03,57360,15,3,0,0,81303,98,3,12.666666666666666,2.0,0,98,50,32,0.32653061224489793,0.030612244897959183,1263,32.0
Coronation,Harry Gregson-Williams,3Jun3:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 15:53:00.000000,2019-06-03,57180,15,3,0,0,81483,58,5,16.8,1.4,0,58,12,21,0.3620689655172414,0.08620689655172414,667,55.0
Jake's First Flight,James Horner,3Jun3:49pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 15:49:00.000000,2019-06-03,56940,15,3,0,0,81723,70,5,16.8,2.0,0,70,13,34,0.4857142857142857,0.07142857142857142,537,47.0
The Miracle,Miklós Rózsa,3Jun3:41pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 15:41:00.000000,2019-06-03,56460,15,3,0,0,82203,4,2,16.5,1.5,0,4,3,2,0.5,0.5,1895,369.0
Evey Reborn,Dario Marianelli,3Jun3:37pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 15:37:00.000000,2019-06-03,56220,15,3,0,0,82443,116,21,12.857142857142858,2.4285714285714284,1,116,15,22,0.1896551724137931,0.1810344827586207,74,24.0
The Story of Grandmere ,Rachel Portman,3Jun3:33pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 15:33:00.000000,2019-06-03,55980,15,3,0,0,82683,50,7,13.142857142857142,2.2857142857142856,1,50,11,23,0.46,0.14,407,61.0
All Boundaries Are Conventions,Tom Tykwer,3Jun3:24pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 15:24:00.000000,2019-06-03,55440,15,3,0,0,83223,71,15,13.933333333333334,2.1333333333333333,2,71,5,29,0.4084507042253521,0.2112676056338028,103,45.0
I'm Right Here,Theodore Shapiro,3Jun3:22pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 15:22:00.000000,2019-06-03,55320,15,3,0,0,83343,9,3,15.666666666666666,2.0,0,9,4,3,0.3333333333333333,0.3333333333333333,1199,207.0
Aid Dealer,Coldcut,3Jun9:15am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 09:15:00.000000,2019-06-03,33300,9,3,0,0,18963,1,1,9.0,0.0,0,1,1,1,1.0,1.0,3397,807.0
A Restless Mind,Soweto Kinch,3Jun9:15am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-03 09:15:00.000000,2019-06-03,33300,9,3,0,0,18963,22,1,9.0,0.0,0,22,12,3,0.13636363636363635,0.045454545454545456,3485,98.0
